distance_hand_1_idle,distance_hand_2_idle,distance_hand_3_idle,distance_hand_4_idle,distance_hand_5_idle,distance_hand_6_idle,distance_hand_7_idle,distance_hand_8_idle,distance_hand_9_idle,distance_hand_10_idle
0.15648509796374163,0.03562455305936076,0.08059953140122608,0.020836809920806193,0.0742139365402994,0.045733803146844054,0.09071347579835921,0.06934346028702958,0.044928164620256596,0.05794604292761192
0.15997036787716967,0.03881651326615559,0.08034083650481758,0.021321523550297337,0.07419777224155971,0.045964166321337506,0.08786705900784322,0.07019094418754704,0.045173116388474994,0.057505649061914896
0.15693173500012914,0.030664489888104548,0.08914055346426553,0.019400220488042345,0.07799016934049155,0.04531270395176752,0.09222079910736018,0.07094946475292027,0.044808068398524296,0.054563316827177126
0.1607012086817009,0.04845012295642451,0.08837694443584387,0.019790284062822412,0.07960214329525397,0.040576044012821014,0.09262306704223695,0.07319454552235997,0.04839758997660986,0.048589074940771144
0.16705052974513798,0.062092253494401166,0.09956078799046073,0.02105077401391809,0.08756144767168159,0.03690574325543808,0.08917102001001671,0.07627064634726129,0.053096780633502545,0.04971706939276191
0.15981786849158636,0.056578307969731616,0.09691088410288422,0.02036000946691866,0.08635866267118357,0.03911607756987007,0.08861400679569373,0.07485771432006809,0.04877307192081245,0.04759562167905627
0.15599434125766926,0.05778940569492512,0.1031022631964673,0.02040858064706574,0.08690455068773068,0.040195447635569884,0.09398278528261374,0.07927719403787947,0.05233477176364893,0.050186100387821696
0.14358529106319068,0.040375912615822455,0.10216714644448989,0.018844288593755126,0.08590814979937145,0.0421124292299514,0.09993096622603478,0.07538429243207045,0.049799996849352234,0.05586021289400199
0.14402812488111985,0.045975262397842276,0.1056901927258748,0.017499356275770938,0.08717758644303283,0.03812881568421167,0.10135388602628342,0.07821464516058727,0.05154824476968113,0.05109390209827625
0.13858122688458988,0.04688495176207955,0.1090367151672588,0.017499136197643005,0.08925892147976293,0.035435213873645253,0.09930333015994244,0.07775611691491757,0.05291315944594753,0.05067467706050033
0.14170640118986635,0.047875778852682904,0.10720869758576052,0.018284780708826876,0.09019107903724269,0.038025051519989334,0.09943282997470902,0.07814244822893245,0.05144815854719307,0.052138617859128246
0.15035233502372125,0.050350608029620214,0.10883222415295463,0.019346351110924625,0.09183277006111687,0.037455664733449794,0.09534193580432881,0.079326496510785,0.05311865054425856,0.05298917807343989
0.1449588414653674,0.04626217309611378,0.1080061836493123,0.017477149974666057,0.09121896236320953,0.03351582429770282,0.10117506699326496,0.07741780552230068,0.05043258979122546,0.0496866462068943
0.1492798335688279,0.051075142283996115,0.10520612502764623,0.018375598715154835,0.09081051527688316,0.03397485016185513,0.09628316166891003,0.07523806478518655,0.05022741765143333,0.048080935263491484
0.13694497858479104,0.03741231386298613,0.10727761331953857,0.014612004422291644,0.0953132895841146,0.0326478696489295,0.0946249409529403,0.0759633112005384,0.053647972674941584,0.048276517074505323
0.1384970514467451,0.03606520933761318,0.11309372645343445,0.015953919742563757,0.09821820770205902,0.03335833011325452,0.10429853335806138,0.08780160288859212,0.053996959651284794,0.049560758565376055
0.14067216976375282,0.037564193790736715,0.11201970520688193,0.01649362584164337,0.09713769886140802,0.03325379161694238,0.10301245739371691,0.08227601136479322,0.055251757099612026,0.051906327808494704
0.13337501029716803,0.04501529258160325,0.11193638245399322,0.01586260625431302,0.09201621426850366,0.033431504129016944,0.1005799425497819,0.07996021783786926,0.0536843014581016,0.0504886053412343
0.138108060043515,0.031170387248783717,0.10990927280372652,0.016404044510495,0.08599856105298687,0.0346032979664251,0.10386806336888563,0.08788810884461724,0.04854167843334423,0.04473604584788949
0.1292250407911476,0.014340927329471242,0.10678772609757459,0.016525030858787884,0.08402815491354267,0.039304009321210726,0.10883731036191713,0.08742988369805542,0.04831243199834674,0.05190982635315751
0.13378570841537776,0.029248556868435062,0.1126709164966992,0.017133622062704218,0.08540136711499317,0.03590140761902006,0.10714870993335232,0.08963564485886515,0.04918961907451805,0.0480489794790766
0.13226404735623196,0.03127316895340467,0.11190450914222182,0.016654602581946582,0.08423099989461855,0.037301125311041954,0.10700011375718026,0.08722894947606076,0.050156807491661945,0.048481620780364304
0.13773634447154023,0.03558057326043826,0.11209402389526907,0.018396233022530607,0.08480627447203604,0.03361152930015871,0.10889910594457598,0.09335834887932144,0.04759949263472675,0.04121961952058852
0.13737315589022334,0.030194239754986474,0.11226307784684392,0.017971275598594728,0.08696442407413928,0.034955146453046065,0.10980367678634706,0.09291350646452366,0.05062120460047322,0.0446971243256502
0.1504021726358952,0.06074570972909614,0.1141526398846455,0.01666661185281988,0.0833744448786571,0.035862765419134204,0.10428354939931331,0.08901525086034669,0.055321141684499475,0.04277120933362004
0.14397141063625934,0.05319180940529234,0.11339099109373064,0.015870381858059113,0.08290004958943016,0.03607319174021641,0.10629923265231432,0.0869507384491425,0.05419786769023307,0.04404174724285501
0.1459725003636619,0.05509970272133396,0.11558230229958943,0.01678299906796168,0.08194134829248037,0.03737877260911495,0.10317841074876315,0.08721530915692106,0.05583876855749109,0.04413346527562279
0.1410551442527675,0.04725957076678196,0.11306222336542326,0.01644067814822039,0.08623387030172174,0.036736818657848204,0.10261253745650947,0.08701542449552986,0.05378477770523314,0.04518786150676713
0.13707382098445264,0.034487846229157536,0.11195737524636687,0.01653119953044542,0.08542051921439382,0.037565475880714794,0.10732159928666038,0.08849469929693146,0.052981630892436314,0.04835297044298518
0.14365306176770953,0.05193543575496499,0.11092162238979009,0.016002968556421693,0.08780254297023374,0.03401258192259978,0.10237069178257677,0.0841517376937273,0.05497363177691077,0.045459426351509104
0.15086935752002914,0.06294995813191243,0.11507041349996713,0.016101628896253616,0.09006520934080658,0.03192420395074241,0.09996510092325672,0.08690447306947542,0.057792094873795094,0.043676292039031187
0.15135065810969472,0.06376188588168645,0.11574177369791727,0.016181153026981667,0.08984461238531882,0.031853668913198824,0.09997672664815734,0.08730038773294524,0.05802639742852435,0.04386473382349564
