distance_face_1_idle,distance_face_2_idle,distance_face_3_idle,distance_face_4_idle,distance_face_5_idle,distance_face_6_idle,distance_face_7_idle,distance_face_8_idle,distance_face_9_idle,distance_face_10_idle,distance_face_11_idle,distance_face_12_idle,distance_face_13_idle,distance_face_14_idle,distance_face_15_idle,distance_face_16_idle
0.15959094676931254,0.10225797542028692,0.10483788962119833,0.1792739346492094,0.12262676402028855,0.21335487440678552,0.23845497082880443,0.15606074766807793,0.034246366690688666,0.03234191350430461,0.02641676178590411,0.04627944073542729,0.12544755397880228,0.00785112222751339,0.1836294017346278,0.09799659548313633
0.16117244981567705,0.10411330094733534,0.10554317806191305,0.1837569233631638,0.12374052122920537,0.2118199713076303,0.23753546237312909,0.1584850317006196,0.033644090004254466,0.0321704317617071,0.027266603816906595,0.04718925827188186,0.1255263432700368,0.008317526015913948,0.18861695614456211,0.09959219653514148
0.1602258533285777,0.10348139942425716,0.10593089997073535,0.18444559669798288,0.12201980774546112,0.21388447423215792,0.23897052178512365,0.15929237285300804,0.03461112739473088,0.03278818684656975,0.029001369883427715,0.045922789806798626,0.12646012211887223,0.008474376669074173,0.18921432480928238,0.09923773299194164
0.16289178453235814,0.10491112807489981,0.10672245880485587,0.18576260969759412,0.12206363444878658,0.21327466013101629,0.2397356901879068,0.16188550822826714,0.03333189865152639,0.03173698215617981,0.028182690089714565,0.04709920598803112,0.12628552017682715,0.008200965340190554,0.19046306239057262,0.10089954236822375
0.16145231170403618,0.10513405837636157,0.10560329066127692,0.18556541417565245,0.12249601495515164,0.2125472241160003,0.2386314170026506,0.16032265630864156,0.03310992091472378,0.031645703789648746,0.02818409327954665,0.04683539810164346,0.12515531656169382,0.008178969305102346,0.18999861437156934,0.10119982851424053
0.161290889018725,0.10729236338117705,0.1051601169087616,0.18838052953067222,0.123862859411318,0.21770885660052533,0.24423158218349222,0.1610076515295439,0.03266681762443916,0.03136175109611632,0.02829257479222893,0.04717113007571462,0.12437213290864836,0.00843012187536263,0.19242079859777647,0.10330464132526407
0.16240269612647928,0.10718972124505145,0.10567144171117503,0.19031796473929927,0.12512920984292702,0.2177184485562901,0.24407885625886955,0.16169860561771127,0.033087788760799784,0.03161978347463936,0.02886786977295364,0.04768009699406456,0.12483613320457629,0.007693900733160679,0.19343398114162763,0.10252379170129303
0.16211761488278623,0.10864087685447088,0.10519888283066499,0.18967554604451978,0.12399106817167728,0.21865670084436767,0.24534001986861556,0.16144813305015482,0.0349724022429179,0.03298057205290273,0.02955356873919282,0.04794059175851334,0.12652723106665753,0.008584762531917698,0.19401352975240274,0.10418514969923982
0.16493814755217465,0.10878520527129312,0.10482217940413154,0.1876177825905724,0.1232314146360358,0.21965636552514886,0.24615038219216484,0.1619118404558008,0.03312852781753911,0.031046201630714688,0.027242573515279093,0.048311500678280564,0.12502297630039108,0.007730735205874806,0.1915247750770642,0.10357505938745128
0.16354251932551075,0.10672844778678689,0.10505348697938018,0.18427553527281335,0.11971110301855772,0.21731787830115204,0.24298102991289086,0.16090518139171167,0.03284179884548234,0.03146278204121834,0.027229103353648094,0.04689972149629407,0.12411168568488441,0.008318448004983417,0.18891909900012271,0.10170477510407104
0.16445266589172253,0.10663105770543484,0.10547964662951863,0.18515195019240915,0.11961642273240843,0.21762313868940117,0.24322429804477091,0.1616533853217688,0.03313127470119932,0.03174169813373271,0.02703883592275673,0.04670670024072747,0.12455778453992798,0.008297834766100867,0.18990797441667115,0.10167585712351195
0.16377088237518372,0.10807712883878194,0.10511047036169323,0.1865714632442904,0.12162354827192884,0.21423905040952937,0.2412332982645604,0.1611215886700041,0.03502544183675531,0.033277271068296456,0.027992990449303864,0.04857976802453651,0.12561171415785538,0.008446909999569248,0.19125470583576426,0.10294056601359376
0.16478057677087135,0.10936326801749491,0.10313800715036549,0.18473998604065617,0.12171981110023021,0.21601741615683304,0.24340739936571065,0.16004664625852874,0.03349797797615238,0.031507405018792796,0.02614051845339047,0.04943882689809643,0.1236003952407942,0.007860981790768592,0.18901887356852745,0.10362127837852085
0.16035898948974905,0.10809540771883835,0.10502341721617695,0.18829480766692783,0.12220624580721821,0.21698857651020506,0.2422742629048422,0.1600654763818108,0.03498809287429634,0.03408581004373893,0.030519473483034198,0.04769726504866426,0.12548109687667205,0.009318854901809047,0.19375844388753924,0.10287752618208017
0.1636829051962104,0.10995656546538242,0.10419159265239279,0.18857798755203647,0.1262109287763946,0.21706766187842913,0.24397100790093643,0.16105876239952732,0.033928220298272097,0.03127752004669474,0.026257960958873016,0.048831735925219964,0.12539059772072966,0.006996463402864662,0.19162375411600024,0.10559247948585582
0.16100072766235243,0.11037279291049609,0.10358373918697315,0.18722249789087742,0.1260705259094215,0.2173404539699848,0.24456848638836967,0.1594841184834439,0.03411413184843196,0.03161713127784386,0.02752000271697664,0.0488221295349604,0.12551413757374286,0.0077080405307656105,0.19092293171106817,0.1065471831943998
0.1597291799776733,0.1104085678818696,0.10373731870254127,0.1875298748230174,0.12610184038414096,0.2165429428714018,0.24379972233551664,0.15940622488787837,0.03374915390801295,0.031676442294355844,0.028758452877116286,0.049012871392587816,0.12510358891449133,0.00817706131530707,0.19167924384648616,0.10646752439770839
0.16300079171943246,0.10970380937339871,0.10428453267451747,0.18721799515332266,0.12386063362189118,0.21666148995231946,0.2441837767953894,0.16047753772460396,0.033984531286188405,0.032164669686647177,0.027152860800792756,0.04893911950012328,0.12521745505141943,0.008133121013356087,0.19161262419619607,0.10547457427606827
0.16042353662016717,0.11167776460494559,0.10315193719703648,0.1867135269438285,0.12463984229977622,0.2149878434164486,0.24317031339730563,0.16074930187127454,0.03574928209634924,0.03389452229746384,0.03018276409649047,0.04961246305457596,0.12566673787159152,0.009000104690008273,0.19113283330936479,0.10777979392098307
0.15994154445520564,0.11142050017627357,0.1045589731720765,0.18641666332033952,0.12341898806893842,0.2165323219871506,0.2438994892684601,0.16000985735470874,0.03560638306324274,0.03422527504333605,0.03168743883943036,0.049824327700288454,0.12711152840725878,0.010157035337574527,0.1922951646324635,0.10683235671891916
0.16055636444292756,0.10945146146803428,0.1043114246439584,0.1842705066133344,0.12206749860870264,0.21508858277454954,0.24175565820561676,0.15965306915795088,0.035089210556064634,0.03344188406732573,0.030328362400629014,0.04882596415443465,0.12629335432840072,0.009573673701978388,0.1899256936300219,0.10473194755259806
0.15877973679688734,0.11011027370935907,0.10184797749758488,0.17936295792229232,0.12231742471474859,0.21062041960074054,0.23773886718473364,0.15553885940098497,0.03501978499950034,0.0331630728950766,0.02889711072378208,0.05023205840840658,0.12486150387579703,0.009232527244274378,0.1847976759503089,0.10481414234625627
0.15939592999711538,0.11000753373324201,0.10164513494056202,0.1804843499830884,0.1216651757132602,0.21207024651745035,0.23895143213080813,0.15627762349692736,0.03567863858720443,0.03357088008528039,0.028399095814157036,0.049722062514089664,0.12488420072822302,0.00902215321816906,0.18576926984519418,0.1049456220148929
0.15655881598397006,0.10856438546096196,0.10218291708683953,0.1834682942002088,0.12429421278152603,0.2103122460220479,0.237758711008631,0.15657551518348484,0.03497209692610845,0.033022356464780786,0.029435742782471287,0.048232221611333566,0.1250155761681866,0.008898283679984742,0.1883625041703127,0.10550593788904182
0.16232611821605683,0.11196164275973172,0.1033130922186469,0.1853866902520803,0.12487729153907268,0.21095455586619105,0.24018689460755083,0.16026085183764,0.03476449238473139,0.0329320290315047,0.028105243314367034,0.05135940293726434,0.12554296892699213,0.008312007743178598,0.18945633759649003,0.107625471053652
0.1627603790053464,0.11164992643422889,0.10430456570478178,0.18520227755973234,0.12389277444806497,0.21172759295315988,0.24081923458684032,0.16066589271891105,0.03474028441420499,0.033133992538843804,0.028578243110673328,0.05112212748808802,0.12650478407323848,0.008550200688833998,0.18994990742166126,0.10735604243439832
0.1639247876924663,0.11187631501406516,0.10597842327154035,0.18938056671464218,0.1233904929223852,0.21429207474220083,0.24248569387587932,0.1636730063609962,0.03514118789133102,0.034166900357407846,0.03033900080081344,0.05027146082287137,0.12794917087349705,0.00953562296176864,0.19501062575222003,0.10734957659258279
0.15744618335298086,0.10816761201009711,0.10187290847098929,0.18540466936733876,0.12366992615837544,0.207414524475519,0.23415950090408336,0.15693012670745465,0.035974695692945126,0.033712845920195175,0.02859168965267291,0.04859150512917869,0.1244265917459846,0.0074691677078230715,0.18896397555302702,0.10374797170617414
0.15569529841970242,0.10851551452998809,0.10079984480597773,0.18417103746289462,0.1235801409741099,0.20606274337801128,0.23323618535587975,0.15560976262212256,0.036295968408071755,0.03368102018476091,0.029690418166889308,0.04920321014410169,0.12402168712604272,0.007757870936778217,0.18778663544279106,0.10354644684166958
