distance_hand_1_speaking,distance_hand_2_speaking,distance_hand_3_speaking,distance_hand_4_speaking,distance_hand_5_speaking,distance_hand_6_speaking,distance_hand_7_speaking,distance_hand_8_speaking,distance_hand_9_speaking,distance_hand_10_speaking
0.20546461884837086,0.09350942334529687,0.1287540703928652,0.03016220300252604,0.09826020871439937,0.2128065007899772,0.09638138840674783,0.13448261953631113,0.06911695621342945,0.15091755009235583
0.2045574401505341,0.09156007731886281,0.12817564187416025,0.031094668972603243,0.10028676727268693,0.2117016686176314,0.09636469616487978,0.1362901652347719,0.07192491730392704,0.15177545218680405
0.20532280968633465,0.0907052459675922,0.12547966039182973,0.030706728745737003,0.09934735517742749,0.21293360874011819,0.09852461682670555,0.1340029985263565,0.07132753604717976,0.15191266909025986
0.20672465897967474,0.0880787490624025,0.1242122153479701,0.03101914284032508,0.09643254627336774,0.20847765862638384,0.09876364404336703,0.13553180897528688,0.07148297128195166,0.15097502511371302
0.20571880224197786,0.09218665457380558,0.12356086396291474,0.031330100122669576,0.09495518330852387,0.2079994915761438,0.09794307763123572,0.1348393109390738,0.07180594559447546,0.1512798692778781
0.2058154202766827,0.09299793943937738,0.12492256988850678,0.03123505685734386,0.0974773796369238,0.21057761851984805,0.0960916091456479,0.13565625057669561,0.07172427158044223,0.1524073619963111
0.20941457685939346,0.09024302409654131,0.12772365570438066,0.03122148421599135,0.0984030066825753,0.2105235468455648,0.09634114869971717,0.13912370755481257,0.07392642057984375,0.15209278792591766
0.20908372566895392,0.09540264824600617,0.12881651436511093,0.03150515564731576,0.09566075558960373,0.20911196253755163,0.09959817641590504,0.13605718288142254,0.07243057148350335,0.15315776083724794
0.20883953013078216,0.09533981325031433,0.13023085652642047,0.03138193287175935,0.09742419638939308,0.21061239644124474,0.09961940710400166,0.13651068239226832,0.07294268938266932,0.1529363353515757
0.21245138494154878,0.0978131264448077,0.135161769107377,0.03137867200884354,0.096531716263031,0.20910724525493635,0.09800196451361982,0.1378152197794355,0.0724649671776463,0.15069116945906466
0.2208119395459094,0.10632631828190452,0.144577970916462,0.031000043195945518,0.101426728186929,0.21447372063115447,0.09888715698120215,0.13958078077805466,0.07666855035241327,0.1564051637725964
0.2260571628558762,0.10234323050656825,0.14964788790784664,0.030619385108502956,0.10996245120284848,0.22020493062565422,0.09907652030614607,0.14192816667852579,0.07567307566698264,0.15524148366988502
0.22604226649173012,0.10487109381674388,0.1515417384863771,0.03049788920695987,0.10948071571376129,0.21942582394029397,0.10046162097847537,0.13982590499937256,0.07829876489289375,0.15784485204096896
0.2303190024418825,0.1104063988936391,0.15253920029514623,0.031026113505959192,0.10813414245260536,0.2199058341657435,0.10165069113540841,0.14317711714604828,0.0764378649482881,0.16020037024329586
0.22997494527064316,0.10989991042330675,0.15203763136317403,0.03091615803021984,0.10723517305421426,0.21958343579635156,0.10247328211551077,0.14287795935286998,0.07574067776133585,0.1605738935328955
0.22857172886256924,0.1036417703042545,0.1479725971911287,0.031165023471250202,0.10737154869920197,0.21886148628751517,0.10098061143076709,0.14102091374285874,0.07774931075708671,0.15460097678935517
0.22786804125433527,0.10357024199600198,0.1461005491461238,0.031018858753627806,0.10665636434581774,0.2179127862069605,0.10166437283969508,0.14377853455862108,0.07607261627246517,0.1533915305735538
0.22664485740528378,0.09997773043571558,0.14467855691825207,0.03208081829451935,0.0964417711004634,0.20769170794434458,0.09996329871676815,0.14376413858264878,0.07423496226278922,0.1514263710457459
0.22658053732405153,0.09413939272758236,0.14617651916014032,0.030974577931355628,0.09673313961606135,0.20342069646375308,0.09690486097442184,0.13614544041808346,0.07050980137501335,0.15215248236542914
0.2266107620845847,0.09260835302099787,0.14573138845747619,0.03127407268454352,0.10140686398225895,0.2072923291871015,0.09735110790860546,0.1386476888751647,0.06924004667850044,0.1515709992520303
0.22673584081234466,0.09256227534846893,0.14556291202893087,0.03115473288177567,0.10193486730495452,0.20715981230870292,0.09736961354188849,0.13910737202758347,0.0690528507406133,0.15142242375152823
0.22604508620695646,0.0908897076232544,0.14284243394804924,0.03147078381142142,0.09539031744945804,0.2044474239290889,0.09870454697121823,0.1354806981389805,0.06962363208466285,0.15202734077857138
0.22685861897861387,0.09017257465780205,0.1446879402716921,0.03212598117399689,0.09725911676268473,0.20127851022458512,0.09996295216234058,0.1337966799630153,0.06820970817714721,0.1478113580335344
0.2218093170867429,0.09300703041380666,0.14162721933804195,0.032094869201582645,0.09589319614902055,0.2058485472932088,0.09915104264376684,0.1360905487406951,0.07156833323232256,0.1496766633386431
0.22096095503717317,0.09108683241091367,0.13783284392654477,0.03203101037393136,0.08462825103151393,0.19293243485614542,0.09883112914014444,0.1328948415788046,0.06658866113048789,0.14652424064592773
0.21989437834958137,0.08899115306093268,0.1379498970861158,0.03290009420458949,0.08349148060800701,0.18977894704483175,0.09833965076716675,0.1350252943579878,0.06773114619612819,0.14421786593312552
0.219064870027826,0.09011495992428183,0.13877810640425253,0.032853171519386645,0.08350363703444534,0.19011656506603575,0.0998247592607348,0.13451681504371835,0.06801431762973889,0.14461792769679493
0.2207274161340401,0.0896435672651801,0.1418223205059656,0.03208593641364,0.08906165428562637,0.19276252349300238,0.09833046794769196,0.13062704668376116,0.06587206500120038,0.14782885990867384
0.2199930494497335,0.08500452206021582,0.13562076889783845,0.03167389775151737,0.08679713930115118,0.1913177607633956,0.09863446139996734,0.13372719290446003,0.06800710277007593,0.1452342418985865
0.21762557448074865,0.0831141263900733,0.13218595483987433,0.03134225529370943,0.08228744408003379,0.18468976593863254,0.09698343039029245,0.1308233631998654,0.06553822300559312,0.14189847753663123
0.22436680677865153,0.07544052982446768,0.13536785327998863,0.030725376408947278,0.09102272119606729,0.18956557878214908,0.09533994517270948,0.13011253689814903,0.06650739095691413,0.14375605526232121
0.2200225354470377,0.08001078371837267,0.136262102077301,0.02977936145423881,0.08051278422039401,0.18039437978133033,0.09686913467252316,0.1162206167828074,0.05275586432113383,0.14157592709152692
0.2207652564236872,0.08083380692606079,0.13707673666944079,0.029707144035182317,0.07975005982195639,0.1812833075517304,0.09700545631470248,0.11681385314253809,0.052914631579340295,0.1434413781853177
0.21885003584586374,0.08046443077302678,0.13569684319344325,0.029602987922441964,0.08012444998622398,0.18354682350317092,0.09645885448930124,0.1196765425403594,0.05529962418210776,0.1429108390493019
0.21777048453366266,0.08135838692553278,0.1370023185135212,0.02970817505862184,0.07750474603207093,0.17932212802545344,0.09491375715131851,0.11422631136571712,0.05255283218382329,0.14021274904444767
0.21416862340017828,0.08187203130584896,0.13021738709256347,0.02955432744557545,0.08728553768660487,0.18933680989498142,0.0940487917745435,0.12675863373530016,0.06527970180024936,0.13930322470099396
0.21979748064250457,0.08563917835942737,0.1358836399693607,0.029933461061821317,0.08403644515180944,0.18576803515866885,0.09231399025987587,0.1287108816005333,0.06415006397217977,0.1397190666966158
0.21506361179187813,0.09149902507576499,0.13746737167190987,0.031063327924490246,0.08119498495608381,0.18206488824084943,0.09373316417244827,0.12888488265890247,0.0668021095913746,0.13983743944964877
0.21505091490722225,0.09065886593606086,0.13685475788595403,0.031547384178896826,0.0810505622776076,0.18146211501447077,0.09321698321240025,0.12943470517646977,0.06736874037658645,0.13944622195076228
0.21608004525480895,0.09159440739215968,0.13740925313025953,0.03158155493471106,0.07869264107615503,0.18085654308369975,0.09211819248498576,0.1302242085124057,0.06574558318588035,0.13853614394446204
0.22308995933042947,0.09253756137387736,0.14580371684682608,0.030790239217763138,0.09303634902066299,0.19129522341698488,0.09178412755193086,0.1300563390655864,0.06829445663960668,0.14155517526331088
0.22790596265874302,0.09721095869202484,0.1508522427410491,0.03090184804297502,0.10403349090438381,0.20686507785922684,0.09075811821108845,0.13858158524448977,0.07041521968032377,0.1432383869969919
0.23044136078645605,0.10341924918955281,0.15696831978556988,0.031638974259894856,0.10861852326959569,0.20619041480711822,0.0896248792828632,0.13972595167947557,0.07056371855429164,0.14252357507604693
0.23335378188368686,0.10911033970308247,0.16106064908753268,0.03197929151687628,0.11324469991850397,0.21518474474328408,0.09203091209245036,0.14153938566352633,0.07524287684120631,0.14430110463958837
0.23288447116373742,0.10845747105264862,0.1613935803944878,0.031747285233827326,0.11384858292130792,0.2149518386586202,0.09127128218794,0.14274854170850798,0.0758271987456351,0.14359377102758827
0.23650084521739193,0.1087460333207039,0.1614302339235172,0.03192927812379095,0.1194110249680383,0.21518334452721674,0.09094682327682499,0.14308985436398994,0.07691110619595845,0.14390593259654075
0.23839720164383932,0.11263353306995817,0.16637707019780806,0.03150725463269788,0.12217879402112665,0.21877300063809146,0.09153009858813095,0.14541916251574674,0.0811876631337154,0.14433730785234267
0.2383336315966721,0.11673158695532304,0.1715391545684529,0.03210730751488645,0.13158763328698395,0.22791393203407265,0.08865604347229351,0.1499894459211632,0.08882850661821656,0.14474578828021575
0.243850101933653,0.120039849118865,0.1785285052909529,0.03330966774522622,0.12865329043598636,0.22211247170533518,0.08613378314154435,0.14518547332362797,0.08880106205721905,0.14760608644693032
0.24064900183485372,0.13627120240723797,0.18366437931495724,0.034311713264690756,0.13499368293254446,0.24091683498688443,0.09517240976636593,0.14705214879199136,0.09470037865774784,0.15361643278620776
0.24140917828733938,0.13514667131133687,0.1836726221796202,0.034418416758034566,0.1348099869520222,0.24017397599270088,0.09499573978353926,0.14793400132446094,0.09501650997659214,0.15326528679454196
0.23719674946155941,0.13678944425467493,0.17932789095635773,0.03576813628069264,0.13214366393758223,0.2425829591229094,0.09852181070532222,0.14465890648129898,0.09744264768449169,0.1555726945480228
0.239980471196567,0.13889909994936045,0.1843375832259938,0.03613202729339783,0.1358354112135473,0.24645201506232248,0.0986172305293082,0.14662049029829213,0.0953504884073484,0.15340685773518692
0.24078360693162343,0.14164419783403884,0.1827358636682646,0.0360540487342533,0.14061999027243843,0.2531061661683943,0.0983415668162795,0.14843455014509715,0.09410431916354269,0.15184268887186056
0.2533664681809866,0.13939445463363725,0.18562962872468913,0.03547742641199931,0.14342049845210067,0.25676020574174746,0.10164246950408465,0.1500704230221804,0.09125264317536018,0.1571887944032432
